station_id,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg
FYOA,-17.878,15.953,17,-8,220,2,30.03
FYKT,-26.54,18.111,14,-6,250,6,30.09
FYKM,-17.634,24.177,13,-5,0,0,30.09
FYGF,-19.599,18.116,11,-9,310,2,30.21
FWKI,-13.789,33.781,15,8,80,5,30.24
FVRG,-17.921,31.1,14,-1,70,4,30.30
FTTJ,12.134,15.034,23,23,220,6,29.85
FSIA,-4.674,55.522,25,23,140,15,29.91
FQXA,-25.038,33.627,19,11,40,6,30.09
FQTT,-16.108,33.64,20,10,VRB,3,30.09
FQQL,-17.858,36.869,23,20,,,30.12
FQPB,-12.989,40.525,25,22,150,10,30.12
FQNP,-15.106,39.282,21,17,70,6,30.18
FQMA,-25.921,32.573,21,9,30,10,29.97
FQLC,-13.271,35.265,14,13,80,6,30.30
FQCH,-19.148,33.428,19,14,,,30.18
FQBR,-19.796,34.908,21,18,100,5,30.09
FNUE,-11.768,19.898,,,140,2,
FNUB,-14.925,13.575,16,1,240,6,30.27
FNLU,-8.858,13.231,22,18,VRB,3,29.94
FNHU,-12.809,15.761,20,-7,VRB,3,30.21
FNGI,-17.044,15.684,17,-15,240,4,30.12
FNCT,-12.479,13.487,21,18,VRB,2,30.03
FNCA,-5.59,12.188,,,180,4,29.94
FMSD,-25.038,46.956,21,15,80,16,30.18
FMNM,-15.667,46.352,22,15,150,3,30.12
FMMT,-18.11,49.392,20,19,VRB,3,30.24
FIMP,-20.434,57.684,23,16,110,12,30.27
FBSK,-24.555,25.918,12,-11,,,30.15
FBPM,-21.159,27.477,10,-15,300,5,30.15
FBMN,-19.973,23.431,14,-5,90,3,30.15
FAWK,-25.83,28.223,9,-8,0,0,30.24
FAWB,-25.654,28.224,7,-5,160,2,30.18
FAVV,-26.566,27.961,8,-10,310,6,30.30
FAUT,-31.546,28.673,11,10,230,1,29.97
FAUP,-28.399,21.26,12,2,180,3,30.06
FASI,-26.248,28.398,8,-9,0,0,30.38
FAPP,-23.845,29.459,9,-12,210,7,30.27
FAPN,-25.334,27.173,9,-11,240,1,30.18
FAPE,-33.985,25.617,15,11,330,3,29.97
FAMM,-25.798,25.548,11,-14,60,5,30.18
FALW,-32.972,18.158,12,9,360,5,30.00
FALE,-29.602,31.13,12,7,190,4,29.94
FALA,-25.939,27.926,15,-11,180,3,30.27
FAKN,-25.383,31.106,23,-12,140,3,30.18
FAKM,-28.803,24.765,8,6,290,5,30.12
FAJB,-26.15,28,7,-10,0,0,30.27
FAHS,-24.381,31.044,20,-9,0,0,30.12
FAGG,-34.006,22.379,12,5,230,5,29.97
FACT,-33.965,18.602,12,9,320,6,30.00
FABL,-29.093,26.302,11,-13,10,4,30.15
EIME,53.306,-6.442,16,10,330,6,30.06
EIDL,55.044,-8.341,13,12,360,9,30.12
DXXX,6.166,1.254,26,24,230,11,29.91
DTTZ,33.94,8.111,36,9,180,3,29.79
DTTX,34.718,10.691,28,24,120,7,29.85
DTTN,36.483,8.8,34,15,340,8,29.82
DTTL,36.85,11.083,26,25,170,5,29.85
DTTK,35.667,10.1,35,15,120,4,29.82
DTTG,33.733,9.918,31,20,80,10,29.82
DTTF,34.422,8.822,36,10,220,7,29.85
DTTD,32.312,10.386,36,5,90,4,29.88
DTTB,37.245,9.791,28,21,50,7,29.82
DTKA,36.98,8.877,27,23,VRB,2,29.82
DRZR,13.779,8.984,29,23,240,6,29.88
DRRN,13.483,2.17,33,20,210,7,29.82
DNYO,9.267,12.429,28,24,120,11,29.91
DNPO,4.848,7.022,26,24,180,3,29.88
DNMN,9.652,6.462,28,25,260,4,29.88
DNMM,6.577,3.321,26,24,240,4,29.91
DNKN,12.048,8.525,29,23,200,12,29.97
DNIL,8.438,4.491,27,24,0,0,29.91
DNEN,6.474,7.562,27,23,260,4,29.91
DNAA,9.007,7.263,27,25,230,2,29.91
DIYO,6.903,-5.366,27,23,200,4,29.88
DIBK,7.739,-5.074,26,24,160,2,29.91
DGAA,5.6,-0.17,25,24,210,10,29.91
DFFD,12.356,-1.512,30,23,240,6,29.88
DBBB,6.357,2.384,26,24,230,9,29.88
DAUZ,28.052,9.643,36,5,90,6,29.88
DAUU,31.917,5.413,41,6,100,4,29.79
DAUT,29.237,0.276,,,10,4,29.76
DAUO,33.513,6.782,39,8,230,3,29.76
DAUL,33.764,2.928,40,7,210,10,29.94
DAUK,33.068,6.089,37,13,220,3,29.79
DAUI,27.251,2.512,,,80,14,29.73
DAUH,31.673,6.14,41,6,70,4,29.79
DAUG,32.384,3.794,40,9,130,5,29.91
DAUE,30.571,2.86,41,4,100,3,29.85
DAUB,34.793,5.738,40,9,260,2,29.76
DAUA,27.839,-0.186,,,40,7,29.73
DAOY,33.721,1.091,34,-3,320,4,30.12
DAOV,35.208,0.147,35,11,330,5,29.94
DAOR,31.65,-2.261,,,280,5,29.94
DAOL,35.542,-0.532,35,13,240,8,29.85
DAOI,36.213,1.332,36,6,280,10,29.85
DAOF,27.7,-8.167,,,310,4,29.82
DAOB,35.345,1.476,31,10,300,7,30.09
DABT,35.752,6.309,34,8,40,12,29.97
DABS,35.432,8.121,34,9,20,15,29.97
DABC,36.278,6.629,31,13,60,3,29.97
DABB,36.822,7.809,26,24,50,8,29.82
DAAY,33.532,-0.248,36,4,10,18,30.12
DAAV,36.795,5.877,25,22,0,0,29.85
DAAS,36.18,5.33,32,10,20,7,30.03
DAAP,26.724,8.622,38,3,60,9,29.85
DAAJ,24.286,9.464,35,0,30,10,29.94
DAAE,36.712,5.07,26,23,70,4,29.85
CZZJ,53.583,-116.462,21.1,2.6,260,7,
CZVL,53.67,-113.863,22,6,280,11,30.06
CZUM,53.562,-64.107,26,7,230,10,29.79
CZTB,48.369,-89.327,31.1,14.2,260,9,
CZST,55.935,-129.984,15,12,220,3,30.25
CZSP,46.45,-62.576,22.3,20.3,290,3,
CZSM,60.026,-111.929,13.5,11.6,320,5,
CZSJ,53.063,-93.344,20,18,120,5,29.89
CZRP,75.377,-105.715,6.3,3.6,290,14,
CZPC,49.522,-114.005,21,7,120,5,30.16
CZOL,53.642,-113.364,22,6.2,300,7,
CZMU,53.563,-112.296,21.3,6.1,300,12,
CZMT,54.023,-132.12,15,12,350,3,30.28
CZMJ,50.332,-105.538,26.7,14.2,90,10,
CZMD,53.439,-91.766,15,14,70,10,29.97
CZKD,56.037,-96.51,19.4,9.9,100,11,
CZHY,60.839,-115.781,13.4,8.1,10,10,
CZFS,61.76,-121.23,20.2,6.2,140,3,
CZFM,67.41,-134.871,24,12,170,8,29.83
CZFA,62.211,-133.385,17,5,0,0,30.02
CZEV,68.313,-133.496,23.4,5.8,230,5,
CZEM,52.23,-78.52,19,13,290,13,29.91
CZEL,43.642,-80.412,21.3,18.1,170,11,
CZDB,45.422,-63.466,25.3,21.9,240,8,
CZCR,47.99,-66.334,22.5,18.9,60,4,
CZBF,47.628,-65.746,25,20,180,6,30.08
CYZY,55.303,-123.135,19,5,0,0,30.14
CYZX,44.985,-64.912,29,21,250,17,30.12
CYZW,60.175,-132.734,14,7,160,3,30.11
CYZV,50.217,-66.26,22,15,200,6,29.99
CYZU,54.142,-115.785,21,5,310,11,30.08
CYZT,50.685,-127.369,19,11,340,14,30.20
CYZS,64.188,-83.351,16,8,330,21,29.76
CYZP,53.254,-131.814,18,13,30,6,30.27
CYZH,55.293,-114.773,17,10,300,14,30.05
CYZG,62.181,-75.67,9,5,290,17,29.62
CYZF,62.475,-114.448,18,4,100,6,29.97
CYZE,45.885,-82.57,23,18,190,8,30.12
CYYZ,43.679,-79.629,28,19,160,8,30.12
CYYY,48.609,-68.208,22,13,270,12,30.03
CYYW,50.296,-88.912,31,17,230,13,29.93
CYYU,49.416,-82.47,28,15,240,10,29.98
CYYT,47.627,-52.748,16,15,150,5,30.06
CYYR,53.32,-60.417,31,8,230,18,29.73
CYYQ,58.745,-94.074,16,8,70,9,30.03
CYYN,50.292,-107.691,28,13,360,18,29.98
CYYL,56.863,-101.073,17,13,160,7,29.87
CYYJ,48.642,-123.433,22,12,80,8,30.08
CYYF,49.46,-119.606,32,8,10,10,30.01
CYYE,58.839,-122.59,22,7,310,10,30.01
CYYD,54.823,-127.185,19,8,350,6,30.20
CYYC,51.116,-114.011,21,7,110,7,30.13
CYYB,46.365,-79.423,26,16,230,5,30.12
CYXZ,47.974,-84.781,21,16,220,7,30.10
CYXY,60.71,-135.059,16,5,140,11,30.06
CYXX,49.027,-122.377,24,15,220,5,30.07
CYXU,43.039,-81.162,25,18,210,7,30.14
CYXT,54.471,-128.577,19,9,VRB,4,30.21
CYXS,53.884,-122.677,20,7,170,9,30.17
CYXR,47.698,-79.852,27,15,280,8,30.05
CYXQ,62.408,-140.866,17,7,180,6,29.94
CYXN,62.238,-92.597,15,5,340,7,29.98
CYXL,50.114,-91.905,29,17,220,11,29.94
CYXJ,56.247,-120.737,20,7,200,5,30.10
CYXH,50.018,-110.717,27,9,360,10,30.04
CYXE,52.172,-106.695,24,18,350,9,29.94
CYWL,52.186,-122.066,21,5,270,7,30.20
CYWK,52.927,-66.874,27,4,250,14,29.86
CYWJ,65.209,-123.434,20,3,100,13,29.94
CYWH,48.423,-123.387,15,11,220,6,30.10
CYWG,49.916,-97.249,30,20,140,7,29.88
CYWE,64.192,-114.078,18,1,70,6,30.01
CYWA,45.948,-77.311,29,15,100,5,30.09
CYVV,44.745,-81.107,24,16,280,5,30.15
CYVT,55.842,-108.418,22,9,320,17,29.88
CYVR,49.183,-123.168,20,16,290,13,30.08
CYVQ,65.278,-126.796,22,9,140,8,29.90
CYVP,58.1,-68.415,14,6,270,15,29.68
CYVO,48.056,-77.779,30,11,220,9,30.05
CYVM,67.552,-64.026,1,0,40,13,29.52
CYVL,67.021,-126.129,21,4,180,8,29.92
CYVC,55.15,-105.264,25,10,280,14,29.87
CYUY,48.209,-78.83,29,14,240,12,30.05
CYUX,68.772,-81.233,13,9,300,19,29.63
CYUT,66.525,-86.23,10,4,330,12,29.84
CYUL,45.468,-73.742,26,19,210,8,30.11
CYUB,69.434,-133.026,22,9,160,3,29.83
CYTS,48.568,-81.378,28,11,220,8,30.04
CYTR,44.115,-77.531,27,19,210,7,30.12
CYTQ,58.671,-69.948,13,4,290,23,29.68
CYTL,53.816,-89.892,16,12,120,6,30.00
CYTH,55.803,-97.846,21,12,VRB,7,29.88
CYTE,64.23,-76.528,12,5,320,17,29.55
CYSY,71.993,-125.241,10,1,170,8,29.96
CYSP,48.759,-86.351,20,15,240,5,30.06
CYSN,43.192,-79.176,27,20,350,4,30.11
CYSM,60.026,-111.929,14,12,310,6,29.82
CYSK,56.538,-79.242,11,7,280,14,30.01
CYSJ,45.309,-65.886,22,19,190,7,30.12
CYSF,59.252,-105.837,19,13,320,5,29.77
CYSC,45.44,-71.692,24,19,260,5,30.14
CYSB,46.622,-80.799,27,15,210,11,30.11
CYRV,50.958,-118.176,31,7,30,3,30.01
CYRT,62.811,-92.1,14,6,350,16,29.96
CYRQ,46.358,-72.68,26,20,200,10,30.10
CYRJ,48.523,-72.266,26,17,120,9,30.02
CYQZ,53.027,-122.506,21,6,110,4,30.17
CYQY,46.166,-60.049,25,21,270,16,30.06
CYQX,48.946,-54.576,22,17,170,8,30.01
CYQW,52.769,-108.251,24,12,300,7,30.01
CYQV,51.26,-102.461,26,17,270,9,29.89
CYQU,55.182,-118.882,21,5,300,10,30.10
CYQR,50.427,-104.67,27,15,70,13,29.92
CYQQ,49.712,-124.895,20,11,330,12,30.12
CYQM,46.107,-64.682,21,21,130,5,30.10
CYQL,49.627,-112.792,23,5,20,8,30.13
CYQK,49.791,-94.361,28,17,210,16,29.96
CYQI,43.831,-66.088,21,20,180,9,30.18
CYQH,60.116,-128.832,17,6,290,8,30.08
CYQG,42.269,-82.963,26,21,130,7,30.14
CYQF,52.179,-113.903,21,6,VRB,2,30.11
CYQD,53.975,-101.089,18,16,10,5,29.88
CYQB,46.791,-71.396,23,20,180,5,30.09
CYQA,44.971,-79.303,27,16,VRB,3,30.12
CYPX,60.045,-77.281,8,5,290,18,29.81
CYPW,49.835,-124.499,19,13,260,8,30.12
CYPR,54.291,-130.451,16,12,290,8,30.25
CYPQ,44.232,-78.36,28,18,140,5,30.12
CYPO,54.988,-85.439,16,7,360,6,30.08
CYPH,58.47,-78.08,9,6,330,16,29.90
CYPG,49.903,-98.284,28,22,80,10,29.88
CYPD,45.657,-61.374,23,20,290,9,30.11
CYPC,69.355,-124.077,22,5,200,10,29.93
CYPA,53.217,-105.679,25,18,300,8,29.90
CYOY,46.9,-71.503,24,19,220,4,30.10
CYOW,45.307,-75.66,26,21,180,5,30.11
CYOO,43.921,-78.899,28,17,190,9,30.12
CYOJ,58.628,-117.174,20,4,320,10,29.98
CYOD,54.41,-110.287,23,6,270,18,29.98
CYOC,67.568,-139.846,19,12,240,8,29.87
CYNM,49.759,-77.793,29,14,220,9,29.99
CYNE,53.958,-97.845,18,15,140,4,29.87
CYND,45.52,-75.563,29,20,200,8,30.10
CYNC,53.011,-78.825,17,11,20,6,29.90
CYNA,50.19,-61.789,23,10,210,10,29.98
CYMX,45.68,-74.038,27,21,200,8,30.11
CYMU,56.538,-76.52,10,7,280,9,29.97
CYMT,49.779,-74.527,29,9,230,11,30.01
CYMO,51.292,-80.607,30,16,210,11,29.88
CYMM,56.65,-111.221,16,7,290,17,29.93
CYMJ,50.33,-105.559,27,15,70,11,29.91
CYMH,52.304,-55.833,26,12,220,14,29.83
CYMA,63.616,-135.88,19,6,0,0,29.95
CYLW,49.953,-119.375,30,7,310,17,30.04
CYLT,82.512,-62.317,3,1,20,2,29.61
CYLL,53.312,-110.074,24,4,290,16,30.02
CYLJ,54.126,-108.519,24,8,280,18,29.94
CYLD,47.818,-83.358,27,11,210,10,30.08
CYLC,62.85,-69.88,9,6,290,18,29.34
CYLA,59.302,-69.598,12,5,290,26,29.60
CYKY,51.517,-109.175,24,9,350,13,30.03
CYKJ,57.256,-105.618,22,5,210,9,29.81
CYKG,61.591,-71.932,9,3,290,36,29.48
CYKF,43.462,-80.386,24,19,30,5,30.15
CYKD,68.227,-135.013,24,9,160,4,29.82
CYKA,50.704,-120.444,29,6,310,5,30.07
CYJT,48.545,-58.564,23,19,240,7,30.00
CYJF,60.236,-123.47,15,12,210,3,30.00
CYIO,72.694,-77.957,4,2,280,4,29.60
CYIN,51.265,-121.681,21,5,VRB,3,30.20
CYIK,62.417,-77.925,5,4,290,10,29.73
CYHZ,44.8781,-63.5136,29,23,210,12,30.13
CYHU,45.516,-73.415,27,19,210,7,30.10
CYHM,43.173,-79.936,28,22,190,8,30.14
CYHK,68.633,-95.851,8,5,320,13,29.94
CYHI,70.761,-117.8,11,4,200,5,30.00
CYHE,49.37,-121.493,26,14,280,11,30.02
CYHD,49.83,-92.74,30,16,220,11,29.95
CYHA,61.048,-69.624,5,3,290,9,29.51
CYGX,56.359,-94.704,18,6,130,7,29.98
CYGV,50.286,-63.606,23,17,240,11,29.98
CYGT,69.37,-81.82,13,6,350,13,29.62
CYGR,47.425,-61.775,21,18,280,9,30.08
CYGP,48.777,-64.478,29,15,140,10,29.99
CYGK,44.223,-76.599,24,22,160,10,30.14
CYGH,66.242,-128.644,22,7,330,6,29.88
CYGE,51.3,-116.984,28,4,350,5,30.03
CYFT,55.082,-59.189,26,11,270,15,29.63
CYFS,61.76,-121.23,20,7,VRB,3,29.98
CYFO,54.678,-101.68,18,15,0,0,29.89
CYFB,63.75,-68.544,12,4,310,10,29.28
CYEV,68.309,-133.5,24,6,230,7,29.84
CYET,53.58,-116.455,21,3,260,5,30.09
CYER,56.019,-87.675,15,7,60,7,30.10
CYEK,61.098,-94.072,13,6,160,11,30.02
CYEG,53.308,-113.592,21,8,270,9,30.08
CYED,53.676,-113.471,22,6,250,11,30.08
CYDQ,55.741,-120.188,21,5,300,8,30.09
CYDP,56.549,-61.684,19,5,270,22,29.61
CYDN,51.1,-100.057,23,19,290,7,29.84
CYDL,58.426,-130.025,14,6,240,5,30.17
CYDF,49.212,-57.394,26,18,230,9,29.97
CYDC,49.468,-120.514,28,8,120,4,30.08
CYDB,61.37,-139.032,15,4,120,11,29.97
CYDA,64.044,-139.127,20,6,100,6,29.92
CYCY,70.484,-68.515,7,5,330,18,29.59
CYCQ,55.689,-121.62,22,5,200,6,30.07
CYCP,52.129,-119.29,26,5,60,3,30.08
CYCO,67.817,-115.135,15,4,60,8,30.02
CYCK,42.307,-82.085,25,18,210,5,30.14
CYCG,49.295,-117.634,31,7,350,12,29.98
CYCD,49.052,-123.874,23,13,30,6,30.09
CYCB,69.106,-105.116,14,7,260,8,30.00
CYCA,53.683,-57.042,28,11,210,12,29.69
CYBX,51.442,-57.188,19,12,250,9,29.94
CYBW,51.108,-114.382,21,9,180,12,30.13
CYBU,53.333,-104.005,25,19,270,9,29.88
CYBR,49.91,-99.945,27,18,110,14,29.87
CYBQ,58.707,-98.511,11,11,90,13,29.93
CYBL,49.951,-125.269,23,13,320,6,30.11
CYBK,64.306,-96.078,15,6,340,11,29.99
CYBG,48.331,-70.989,28,14,200,4,30.04
CYBD,52.388,-126.589,23,12,270,12,30.13
CYBC,49.135,-68.202,25,15,230,12,30.01
CYBB,68.536,-89.792,6,4,250,7,29.85
CYAZ,49.08,-125.767,14,13,180,5,30.12
CYAW,44.636,-63.507,26,22,230,9,30.14
CYAT,52.927,-82.432,12,8,40,16,30.02
CYAM,46.484,-84.504,27,15,200,6,30.08
CYAH,53.757,-73.676,23,12,20,7,29.82
CYAB,73.003,-85.029,7,2,290,20,29.64
CXZV,50.217,-66.26,19.8,14.7,150,5,
CXZC,51.292,-80.618,30.1,13.5,210,7,
CXYH,61.242,-123.742,14.3,10.2,240,2,
CXWN,49.889,-97.13,30.8,19.5,140,2,
CXWM,49.495,-112.113,23.2,8.4,350,11,
CXVN,43.183,-79.4,25.3,20.8,60,4,
CXVM,53.344,-110.882,23.7,5.6,310,10,
CXTV,68.746,-133.502,23.7,5.8,190,5,
CXTP,48.557,-53.975,21.9,17.7,140,3,
CXTO,43.667,-79.4,27.8,16,,,
CXTN,69.199,-122.359,17.6,5.5,230,7,
CXTH,53.625,-111.678,21.6,6.4,290,14,
CXTD,45.608,-61.68,21.5,19.3,10,7,
CXSH,46.564,-72.733,24.5,20.1,200,6,
CXSE,73.766,-105.296,,,290,13,
CXRL,54.503,-111.691,20.7,7.5,300,16,
CXRH,49.57,-57.878,21.8,13.8,300,4,
CXRB,74.716,-94.983,2.8,2.3,300,11,
CXPC,45.344,-80.044,25.8,16,,,
CXOX,55.146,-105.27,24.2,6.1,300,9,
CXNP,45.76,-64.241,25.8,21.9,220,11,
CXNM,46.818,-60.673,16.6,16.6,270,15,
CXMM,56.649,-111.221,15.4,6.3,290,17,
CXMI,44.602,-63.534,23.7,19.4,250,15,
CXMG,56.974,-117.451,18.7,7.3,300,5,
CXLL,61.125,-122.851,17.4,11.4,220,2,
CXLC,63.601,-113.866,16.3,1.8,70,6,
CXLB,44.36,-64.296,23.8,19.7,250,14,
CXKT,45.067,-64.478,29.4,22.4,270,6,
CXKM,52.849,-111.873,23.2,6.2,310,10,
CXKI,48.15,-80,28.1,13.5,240,6,
CXKE,45.005,-75.637,25.7,20.6,150,1,
CXKA,49.405,-82.443,25.5,16.1,230,10,
CXIB,46.663,-60.406,24.9,19.5,240,3,
CXHP,55.396,-116.48,17.4,7.5,300,11,
CXHM,43.286,-79.905,26.7,19.2,130,3,
CXHD,53.185,-112.246,22.9,6.4,320,9,
CXHA,42.033,-82.896,26.9,16.1,150,3,
CXGH,50.631,-96.984,23.8,19.2,90,2,
CXFR,56.081,-118.44,18.5,7.3,320,5,
CXET,44.234,-79.779,27.2,16.7,190,2,
CXEG,53.307,-113.606,21.3,6.9,280,10,
CXEC,53.573,-113.517,21.6,3.8,320,9,
CXEA,50.631,-93.221,30.2,17.3,240,6,
CXDW,49.4,-98.319,29.4,21.3,40,5,
CXDK,61.257,-124.468,19.4,11.5,330,3,
CXDI,42.864,-80.545,27,18.7,230,6,
CXDE,65.209,-123.434,20.5,3.4,110,9,
CXDB,49.048,-112.808,20.8,8.9,340,10,
CXCP,50.281,-113.35,21.9,7.7,350,2,
CXCK,62.115,-136.192,16.5,3.7,170,5,
CXCA,49.154,-88.344,26.7,17.7,150,8,
CXBO,46.837,-71.197,23.2,19.1,170,5,
CXBK,50.201,-104.71,26.9,18.1,50,10,
CXBI,44.484,-79.546,26.1,17.3,150,4,
CXAT,73.006,-85.033,5.1,1.8,320,15,
CXAG,53.917,-112.279,20.3,7.3,280,11,
CWZW,60.167,-132.733,14.1,6.6,170,3,
CWZV,51.936,-131.016,13.9,12.2,,,
CWZQ,46.547,-61.049,19,18.3,230,7,
CWZO,48.568,-123.265,,,180,5,
CWZN,47.368,-55.795,14.8,13.5,100,10,
CWZL,53.03,-131.602,14.8,11.8,20,7,
CWZG,51.194,-115.552,23.1,7.3,130,4,
CWZA,49.244,-121.759,24.2,13.5,200,4,
CWYY,49.028,-119.441,32.1,9.8,320,7,
CWYL,51.443,-116.345,24.7,4.4,260,12,
CWYJ,48.457,-123.305,20.9,12,100,2,
CWXL,49.734,-111.45,25.3,6.4,10,8,
CWXI,51.022,-57.096,19,13.5,220,11,
CWXC,48.894,-71.032,27.8,12.9,190,6,
CWXA,51.083,-115.066,22.5,8.1,20,3,
CWWZ,43.244,-79.218,24.2,20.7,30,4,
CWWS,52.819,-97.616,22.9,18.6,110,2,
CWWL,53.493,-130.638,13.8,12,340,12,
CWWK,49.018,-122.784,22.7,15.3,280,5,
CWWF,49.695,-103.801,28,18.6,130,6,
CWWE,43.989,-64.662,12.3,11.3,240,6,
CWWB,43.302,-79.791,22.5,20.4,60,5,
CWWA,49.347,-123.193,21.4,13.3,190,2,
CWVU,44.287,-66.342,21.7,18.6,180,10,
CWVT,55.841,-108.421,21,8.9,320,11,
CWVQ,45.427,-73.929,25.8,20.2,240,4,
CWVP,49.64,-109.514,23,13.9,350,7,
CWVN,49.058,-107.586,29.6,15.5,30,9,
CWVI,53.505,-112.098,22.3,6.6,290,13,
CWVH,68.894,-133.943,,,200,9,
CWVF,49.106,-123.303,16.8,13.9,310,15,
CWUX,48.298,-70.92,27.9,15.2,50,2,
CWUS,49.563,-119.649,30.9,6,340,8,
CWTY,46.354,-72.516,23.9,19.7,190,7,
CWTT,45.27,-72.17,24.3,19.2,260,2,
CWTN,47.079,-70.781,23.1,19.2,200,3,
CWTG,49.317,-67.381,18.7,13,260,15,
CWTA,45.506,-73.579,26.9,18.8,180,4,
CWSW,49.834,-114.881,25,10,130,9,30.09
CWST,47.354,-70.03,22.7,18.2,270,5,
CWSS,45.21,-67.253,28.7,23,130,3,
CWSR,53.368,-107.553,22.2,7.1,330,4,
CWSL,50.703,-119.291,28.5,9.5,10,3,
CWSK,49.783,-123.161,25.8,13.6,180,8,
CWSG,49.109,-66.655,23,15,260,8,
CWSF,49.251,-65.325,20.6,15.2,10,4,
CWSD,46.441,-63.837,21.6,21.5,100,2,
CWRZ,48.419,-64.317,20.6,17.7,220,8,
CWRU,50.112,-127.941,12.1,10.8,310,34,
CWRT,49.628,-114.482,21.4,7,100,7,
CWRO,54.161,-131.66,16.2,12.1,330,4,
CWRN,45.347,-60.98,23,18.6,240,5,
CWRM,52.431,-114.907,20.6,7.4,120,4,
CWRK,45.072,-77.879,27.4,14.1,210,3,
CWRJ,51.565,-107.924,24.4,15.1,340,7,
CWRA,46.659,-53.073,13,12.8,50,4,
CWQV,48.26,-70.116,24.2,15.7,90,14,
CWQR,50.221,-64.207,14.5,14.6,270,8,
CWQO,48.416,-68.893,15.2,10.4,220,8,
CWQK,48.298,-123.531,13.8,11.4,260,6,
CWQH,45.369,-71.824,24.4,18.8,250,5,
CWPZ,54.383,-125.959,19.8,7,280,5,
CWPR,49.468,-120.514,27.8,6.1,80,4,
CWPO,49.191,-98.905,29.2,21.1,130,4,
CWPK,47.922,-74.624,27.9,13.7,290,2,
CWPE,45.058,-66.459,15.4,14.6,130,3,
CWPD,47.562,-71.229,18.2,16.6,30,1,
CWPC,42.868,-79.253,22.6,20.3,260,3,
CWOY,51.767,-104.2,22.2,18.2,280,3,
CWOE,49.123,-110.469,25.4,13.1,340,22,
CWOD,48.842,-72.546,27.7,15.9,120,9,
CWOC,48.012,-65.332,22.8,16.2,230,3,
CWNZ,49.747,-84.164,27.5,16.4,230,8,
CWNQ,46.226,-72.657,26,20,210,4,
CWNP,50.269,-117.817,26.4,5.6,260,3,
CWNM,49.491,-117.305,29.4,11.4,240,5,
CWNK,49.498,-98.03,30.7,19.9,310,2,
CWNH,47.806,-69.548,22.2,18.3,260,4,
CWNE,47.058,-63.997,20.9,19,130,5,
CWND,69.632,-135.445,8.3,5.4,30,10,
CWNC,43.951,-78.165,23.1,19.2,250,6,
CWMZ,45.033,-80.367,23.4,16,310,2,
CWMT,63.134,-117.245,18.7,0.7,100,3,
CWMQ,49.903,-109.466,26.7,13.9,330,10,
CWMM,49.208,-122.69,24.6,12.3,270,3,
CWMJ,46.275,-75.992,29.1,17.3,230,4,
CWME,52.187,-127.471,17.1,12.4,230,9,
CWLS,43.983,-80.74,25.7,16.6,250,3,
CWLP,50.94,-127.632,14.1,9.5,270,15,
CWLM,48.413,-123.325,17,11.1,200,4,
CWLE,50.951,-107.143,23.7,15.6,330,11,
CWLC,54.296,-130.609,16.6,12.1,310,6,
CWLB,54.769,-112.024,19,4.1,290,15,
CWKX,58.429,-130.011,14,5.9,200,5,
CWKO,49.168,-105.979,28.4,15.2,50,7,
CWKM,69.595,-140.174,7,5,280,7,29.83
CWKK,49.713,-88.332,24.3,17.9,190,1,
CWKH,48.568,-123.542,22.1,12.7,,,
CWKG,44.432,-65.203,27.6,22.1,240,6,
CWKD,50.729,-71.013,26.7,9.5,,,
CWJX,50.876,-109.501,24.9,6.6,360,14,
CWJW,52.926,-118.03,24.5,0.5,290,4,
CWJV,50.223,-119.194,29.6,8.1,290,3,
CWJU,54.255,-133.058,11.5,12,200,8,
CWJT,46.08,-74.556,28.6,17.4,220,2,
CWJR,49.04,-116.483,28.8,10,180,2,
CWJI,49.729,-105.946,28,12.9,70,16,
CWJH,56.333,-103.283,23.8,15.2,280,2,
CWJD,53.187,-99.268,19.6,16.9,60,4,
CWJC,61.132,-100.884,9.6,8.8,120,21,
CWJB,46.781,-71.288,23,17.5,210,4,
CWIZ,45.294,-73.35,25.9,19.2,240,2,
CWIW,51.667,-105.4,22,16.8,40,8,
CWIT,45.167,-73.678,25.5,19.5,220,2,
CWIS,47.284,-70.637,,,220,3,
CWIP,50.162,-66.434,22.2,14.1,150,6,
CWIK,50.366,-102.567,27.5,14.7,310,6,
CWIJ,65.756,-111.246,15.7,4.4,90,5,
CWII,50.695,-96.562,23.3,19.8,90,2,
CWIG,47.074,-70.533,,,250,8,
CWID,61.317,-117.605,18.8,7,50,3,
CWHV,46.205,-70.785,23,19.1,290,3,
CWHT,60.773,-137.581,13.9,5.8,280,6,
CWHQ,46.691,-71.972,24.5,19.7,180,4,
CWHL,54.172,-130.361,13.5,12.1,290,10,
CWGZ,76.423,-82.902,3,2,0,0,29.68
CWGW,49.745,-114.884,25.3,9.4,130,8,
CWGT,49.487,-124.435,17.1,,320,11,
CWGR,47.425,-61.775,19.5,17.6,280,9,
CWGM,49.133,-113.806,21.2,6.3,90,3,
CWGL,44.55,-79.218,24.9,16.1,240,2,
CWGD,43.765,-81.712,22.1,17,250,4,
CWGB,49.336,-124.149,17.1,12.6,270,14,
CWFQ,45.05,-72.861,25.2,19.2,250,3,
CWFJ,49.2,-113.278,22.1,6.9,310,5,
CWFF,52.817,-104.601,23.2,15.8,310,6,
